Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's Mutter ist ein Schmuckdesigner und ihr Vater ist ein Anwalt.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Dann drängt der Designer auf, dass der Hausbesitzer verlässt und nicht in 2 Tage nach Hause zurückkehrt, da der Designer und ihr Besatzung sich vorbereiten, das Renovieren ihres Hauses mit einem Budget unter $ 5000 zu beenden.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck ist ein scenischer Designer mit Sitz in New York City, der für ihre Arbeit in Anaïs Mitchell's Musical "Hadestown " auf und ab - Broadway und in London, John Leguizamo's "Latin Geschichte für Morons " auf und ab - Broadway, und ihre umfangreiche off - Broadway Arbeit bekannt ist.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| Kostüme Designer Karyn Wagner sprach von ihrer Rolle in " Die Möglichkeiten ", mehr so ihre Beteiligung in der Van-Sektion mit Cassidy, Fiore und DeBlanc, in der Wagner sagte, " Für ein Stunt wie dies, müssen Sie berücksichtigen, was Sie bekommen können 8 bis 12 von, weil Sie nee Multiple nehmen für die Haupt-Akteure.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| In ihrer Kollektion " Ariege " nannte die Mode-Designerin Marcela Calvet eine ihrer am meisten gesuchten - nach Handtaschen " Corinne ", in ihrer Ehre.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| Im Jahr 2003 veröffentlichte die Designerin ihre Dolly Girl-Aroma zusammen mit mehreren begrenzten Editionssätzen in der Dolly Girl-Serie.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| Britische Designerin Gina Franklyn verkaufte britische Mode aus ihrem Shop 99, befindet sich auf 99 MacDougal Street in New York's Greenwich Village.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Sie war die älteste Tochter des Händlers Herman Kohany ( 1882–1942), der unter unbekannten Umständen im Holocaust verstorben ist, und Paulina Kohany, Née Raaber ( 1882–1942), ein Porzellan-Designer in ihrer Jugend, der zusammen mit ihrer jüngeren Tochter Hilde Kohany ( 1920–1942 ) in Treblinka getötet wurde.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Bobbie's Vater war Theologe Morris S. Seale, ihre Schwester war Thea Porter der Mode-Designer und ihr Bruder war Schriftsteller und Journalist Patrick Seale.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| Die biologische Mutter von Mia, die oft als anschauliches Charakter dargestellt wurde, das in New York als Mode-Designer lebte, das ihr Gesicht in der ersten Hälfte der Show immer mit einer Skulptur bedeckt hatte.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Zwei Tage später wurde das Projekt nachgewiesen, dass es sich um eine Hose handelt, die von Funny Or Die verübt wurde, nachdem der Video's Kostüm Designer die Erfahrung auf ihrem Online-Resume veröffentlicht hat.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| Designer Dhafali Devi gewann den Preis für ihre Ringe unter der Disziplin-Kategorie.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| Die Sui von Anna Sui-Linie und ihre Jeans-Linie wurden weiterhin in Betrieb genommen, nachdem der Designer ihren Designerjob bei Gilmar's Cento X Cento verlassen hat.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Wie Kostümdesigner Rita Riggs in ihrem 2001 Archive of American Television Interview beschrieben hat, war Lear's Idee, das Gefühl von Sepia-Tonen zu schaffen, in einem Versuch, die Zuschauer fühlen zu lassen, als ob sie ein altes Familienalbum ansehen.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Nach dem Tod ihrer Mutter kehrt die New York City-Fashion Designerin Lisa Rayborn (Natasha Henstridge) zurück in ihre Heimatstadt und Familienfarm.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack ist ein Kostümdesigner, der bei der 73. Academy Awards für ihre Arbeit in "How the Grinch Stole Christmas" für den Academy Award für Best Costume Design nominiert wurde.
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Es ist wichtig, dass, um ein industrielles Design zu sein, das Produkt auf industrielle Weise hergestellt werden muss, zum Beispiel ein Künstler nicht als industrieller Designer betrachtet werden kann, obwohl sie die gleichen Aspekte eines Produkts herausfordern kann.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (née Weiner, 5. Juli 1953) ist eine britische Mode-Designerin, die am besten bekannt ist, dass sie mit ihrem ehemaligen Mann David Emanuel das Hochzeitskleid von Diana, Prinzessin von Wales, im Jahr 1981 entworfen hat.
designer Dhafali Devi won the award for her rug . ||| Designer Dhafali Devi gewann den Preis für ihre Ringe.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| Die Designerin Jill Richards, die selbst eine Hollywood-Aktrice aus der selben Ära war, liebte es in ihren Kollektionen der 1970er Jahre, die eine Kunde von Namen wie Nancy Reagan anziehen.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown (24. November 1892 – 26. März 1987) war ein Hoosier Maler, Erzieher und Textildesigner, der am besten für ihre witzigen, farbigen, abstrakten Muster für Fabriken sowie Figuren, Genres, Landschaften und Blumen bekannt ist - Lebensbilder in Wasserfarbe, ihre bevorzugte Medien.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| Chanel Chief Designer Karl Lagerfeld bemerkte Zhou Xun für ihr starkes Modegefühl, die Schauspielerin als " eine Synthese der jungen Coco Chanel und Ballet Troupe Zizi Jeanmaire. "
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Sie portrettierte Fashion Designer "Margo Lynley" von Beginn der Serie bis 1992 als sie eine Familie begann.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| Unter dem Etikett "LalicA" hat die Designer ihre Kleidungslinie seit 2002 produziert.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| Er brachte auch die erste - Zeit Mitarbeiter Produktionsdesigner Barbara Ling auf der Grundlage ihrer Arbeit in der Erholung historischer Einrichtungen in " Die Türen " und Kostüm Designer Arianne Phillips, die eine starke Kundenliste zu ihrem Namen, einschließlich Tom Ford, James Mangold und Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Papst entschied sich, um Naughty Dog um 2010 zu verlassen, nachdem " " freigelassen wurde, um nach Saitama, Japan, zusammen mit seiner Frau Keiko, ein Game Designer selbst zu bewegen.
Production designer Mihaela Poenaru drew on her recollections of the period to prepare the locations . ||| Produktionsdesigner Mihaela Poenaru drückte auf ihre Erinnerungen der Zeit, um die Orte vorzubereiten.
Regarding The Silence of the Lambs mentioned above , I remember a behind-the-scenes documentary on it , and in it the costume designer for the film mentioned that she specifically strove for more ageless clothing for everyone , rather than what would have been characteristic of the early 1990s . ||| In Bezug auf The Silence of the Lambs, die oben erwähnt wurde, erinnere ich mich an einen Hinter-the-Scenes-Dokumentar darüber, und in ihm die Kostüme-Designerin für den Film erwähnt, dass sie spezifisch für mehr unalterliche Kleidung für alle, anstatt, was charakteristisch gewesen wäre in den frühen 1990er Jahren.
