Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara est un designer de bijoux et son père est un avocat.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| Le designer a salué son look et ses photographies fortes, mais a critiqué sa marche et son manque de contact oculaire.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Son designer était John Henslow, et elle était identique à son contemporain, sauf que « Echo » était un navire - sloop et « Busy » était un brig - sloop.
Urai has also worked as a freelance graphic designer and video game journalist and through her work with Microsoft she has been sponsored by the company , wearing an Xbox 360 logo on her gear . ||| Urai a également travaillé en tant que concepteur graphique et journaliste de jeux vidéo et grâce à son travail avec Microsoft, elle a été sponsorisée par la société, portant un logo Xbox 360 sur son appareil.
In October 2014 , following the publication of the authorised biography Vivienne Westwood by the fashion designer and her co - author Ian Kelly , Gorman accused the authors and the publisher Picador of plagiarising substantial sections of material from his book " " . ||| En octobre 2014, après la publication de la biographie autorisée Vivienne Westwood par le designer de la mode et son co-auteur Ian Kelly, Gorman a accusé les auteurs et l'éditeur Picador de plagiariser des sections substantielles du matériel de son livre.
Judianna Makovsky ( born August 24 , 1967 ) is an American costume designer , who is perhaps best known for her work on the films " Harry Potter and the Philosopher 's Stone " ( 2001 ) , " Seabiscuit " ( 2003 ) and " The Hunger Games " ( 2012 ) , as well as various films within the Marvel Cinematic Universe . ||| Judianna Makovsky (née le 24 août 1967) est une designer américaine de costumes, qui est certainement la plus connue pour son travail sur les films « Harry Potter et la pierre du philosophe » (2001), « Seabiscuit » (2003) et « Les Jeux de la faim » (2012), ainsi que divers films dans l'univers cinématique de Marvel.
One of the former residents of Satoya , however , turns out to be a famous designer who owns a run-down villa on Miyakojima that she offers to let Jun turn into a inn . ||| L'un des anciens résidents de Satoya, cependant, se révèle être une célèbre conceptrice qui possède une villa courante sur Miyakojima qu'elle propose de laisser Jun se transformer en une maison.
She became a designer herself at the company during the early 1930s and created a number of patterns on bone china and Queen ’s ware for Wedgwood . ||| Elle est devenue elle-même un designer dans l’entreprise au début des années 1930 et a créé un certain nombre de modèles sur l’os chinois et le stock de la reine pour Wedgwood.
The designer also said she had to make some adaptations to a suit worn by Ormond , as she is a completely different body shape to her character , Vivien Leigh . ||| Le designer a également dit qu'elle devait faire quelques adaptations à un costume porté par Ormond, car elle est une forme corporelle complètement différente de son personnage, Vivien Leigh.
The American designer Anne Fogarty was particularly noted for her full - skirted designs worn over crinoline petticoats , which were always separate garments from the dress to enable ease of movement and travelling . ||| La conceptrice américaine Anne Fogarty a été particulièrement remarquée pour ses designs pleins et habillés portés sur des pétticoats de crinoline, qui étaient toujours des vêtements séparés de la robe pour faciliter le mouvement et le voyage.
American urban landscape designer Renée Gunter uses this plant in her South Los Angeles lawn as a drought - resistant alternative to thirstier plants . ||| La conceptrice américaine de paysages urbains, Renée Gunter, utilise cette plante dans sa forêt de Los Angeles du Sud comme une alternative résistante à la sécheresse.
When she returned to Alabama she hired a designer for a hand-operated device to keep a windshield clear and had a local company produce a working model . ||| Lorsqu'elle est rentrée à Alabama, elle a embauché un concepteur pour un appareil à main pour garder le vent clair et avait une entreprise locale qui produit un modèle de travail.
Shoulder pads originally became popular for women in the 1930s when fashion designer Elsa Schiaparelli included them in her designs of 1931 . ||| Les couteaux de couteau ont d'abord été populaires pour les femmes dans les années 1930 quand le designer de mode Elsa Schiaparelli les a inclus dans ses designs de 1931.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Ensuite, le concepteur insiste sur le départ du propriétaire de la maison et ne revient pas à leur maison en 2 jours comme le concepteur et son équipage se préparent à terminer la rénovation de leur maison avec un budget inférieur à 5000 $.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck est une scénariste basée à New York qui est connue pour son travail dans Anaïs Mitchell's musical " Hadestown " sur et hors - Broadway et à Londres, John Leguizamo's " Latin History for Morons " sur et hors - Broadway, et son extensive off - Broadway travail.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| Le designer de costume Karyn Wagner a parlé de son rôle dans " Les Possibilités ", plus de sa participation à la séquence avec Cassidy, Fiore et DeBlanc, dans laquelle Wagner a déclaré, " Pour un stunt comme cela, vous devez envisager ce que vous pouvez obtenir 8 à 12, parce que vous ne multipliez pas prendre pour les acteurs principaux.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| Dans sa collection " Ariege ", la designer de mode Marcela Calvet a nommé l'une de ses plus recherchées - après les sacs " Corinne ", en son honneur.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| En 2003, le designer a lancé son parfum Dolly Girl avec plusieurs sets d'édition limitée dans la série Dolly Girl.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| Le designer britannique Gina Franklyn a vendu des modèles britanniques à partir de son magasin 99, situé sur la 99 MacDougal Street dans le village de Greenwich de New York.
