Her father was a commercial real - estate developer and her mother a homemaker . ||| Ihr Vater war ein kommerzieller Immobilienentwickler und ihre Mutter eine Hausfrau.
The developer Joel Surnow , who described himself as " devotee of Besson 's film " , has repeatedly stated in interviews that the series is modelled explicitly after the Besson 's film and not the American remake , declaring that he had never seen " Point of No Return " . ||| Der Entwickler Joel Surnow, der sich selbst als "Verehrer von Bessons Film " beschrieben hat, hat wiederholt in Interviews erklärt, dass die Serie explizit nach dem Bessons Film und nicht nach dem amerikanischen Remake modelliert wird und erklärt, dass er nie " Point of No Return " gesehen hatte.
On March 18 , 2010 , Fluid developer Todd Ditchendorf announced on his weblog that he was open - sourcing the browser - portion of Fluid ( also used by the Cruz browser ) under the Apache License as Fluidium . ||| Am 18. März 2010, Fluid-Entwickler Todd Ditchendorf auf seinem Weblog angekündigt, dass er offen war - Sourcing den Browser - Teil von Fluid ( auch von der Cruz-Browser verwendet ) unter der Apache-Lizenz als Fluidium.
Zed A. Shaw is a software developer most commonly known for creating the Mongrel web server for Ruby web applications , as well as his articles on technology , business , and technical communities . ||| Zed A. Shaw ist ein Software-Entwickler am häufigsten für die Erstellung der Mongrel Web-Server für Ruby-Web-Anwendungen bekannt, sowie seine Artikel über Technologie, Wirtschaft und technische Communities.
A real estate developer goes to his 25th high school reunion without his wife , and finds his old teenage band playing . ||| Ein Immobilienentwickler geht zu seinem 25. High School Wiedersehen ohne seine Frau, und findet seine alte Teenager-Band spielen.
A gradual but ceaseless developer as a composer , in his last couple of decades Farwell produced his most individual works - including a series of polytonal studies for piano , several concise instrumental sonatas , numerous effective and penetrating settings of the poetry of Emily Dickinson , and a satirical opera , " Cartoon " , which contains extended parodies of Stravinsky and Schoenberg . ||| Ein allmählicher, aber unaufhörlicher Entwickler als Komponist, in seinen letzten Jahrzehnten Farwell produziert seine individuellsten Werke - darunter eine Reihe von polytonalen Studien für Klavier, mehrere prägnante Instrumentalsonaten, zahlreiche effektive und durchdringende Einstellungen der Poesie von Emily Dickinson, und eine satirische Oper, " Karikatur ", die erweiterte Parodien von Strawinsky und Schönberg enthält.
A good question to ask is , " Why ? " A game developer with 20 years of experience offers his perspective on what may be limiting health games ' appeal and what can be done about it . ||| Eine gute Frage zu fragen ist, "Warum? " Ein Spieleentwickler mit 20 Jahren Erfahrung bietet seine Perspektive auf, was sein könnte, die Gesundheit Spiele 'Appeal und was kann dagegen getan werden.
This is suspected of being related to a suggested " " Scorched Earth " project " that the developer has mentioned in his blog in March 2006 . ||| Dies wird vermutet, dass sie mit einem Vorschlag " " Scorched Earth " Projekt ", das der Entwickler in seinem Blog im März 2006 erwähnt hat, verbunden ist.
Real estate developer Ben Shaoul interned with his company . ||| Immobilienentwickler Ben Shaoul interniert mit seiner Firma.
The developer himself said , " I did n't think it was going to be this popular , I thought it would gain only a small group of dedicated viewers and many others would check it out briefly before moving on to other things . ||| Der Entwickler selbst sagte, "Ich dachte nicht, dass es so populär sein würde, ich dachte, es würde nur eine kleine Gruppe von engagierten Zuschauern gewinnen und viele andere würden es kurz auschecken, bevor sie auf andere Dinge.
Shortly after , a well - known PlayStation 3 developer , " Rogero , " released his free of charge 4.21 CFW . ||| Kurz danach veröffentlichte ein bekannter PlayStation-3-Entwickler, " Rogero, " seinen kostenlosen 4.21 CFW.
Video game developer Nicklas Nygren used Fast Tracker 2 in his early works ( e.g. Knytt Stories ) to compose the video game music . ||| Der Videospielentwickler Nicklas Nygren verwendete Fast Tracker 2 in seinen frühen Arbeiten (z.B. Knytt Stories ) um die Videospielmusik zu komponieren.
Before his next start , Houston , Texas , real estate developer John Ballis paid $ 1 million for a half interest in the horse . ||| Vor seinem nächsten Start, Houston, Texas, Immobilien-Entwickler John Ballis zahlte $ 1 Million für eine halbe Beteiligung an dem Pferd.
Ernest Sparkman , a name now synonymous with radio broadcasting in Perry County , died in January 2010 at the age of 84 , and well - known land developer Roy Campbell was murdered in his Brownsfork home in November 2010 . ||| Ernest Sparkman, ein Name, der jetzt gleichbedeutend ist mit Radiosendern in Perry County, starb im Januar 2010 im Alter von 84 Jahren und bekannter Landentwickler Roy Campbell wurde in seinem Brownsfork-Haus im November 2010 ermordet.
In 2007 , a developer at QNX Software Systems announced on his blog that he and a colleague were working on incorporating DTrace into the QNX operating system . ||| 2007 kündigte ein Entwickler bei QNX Software Systems auf seinem Blog an, dass er und ein Kollege an der Integration von Dtrace in das QNX-Betriebssystem arbeiteten.
McMillan was born and raised in La Jolla , California , where his father is a real estate developer and his mother a psychologist . ||| McMillan wurde geboren und aufgewachsen in La Jolla, Kalifornien, wo sein Vater ist ein Immobilienentwickler und seine Mutter eine Psychologin.
HTTP Switchboard 's developer , Raymond Hill , has also developed other browser extensions , including ad filtering uBlock which he actively leads as uBlock Origin . ||| HTTP-Switchboard-Entwickler, Raymond Hill, hat auch andere Browser-Erweiterungen entwickelt, einschließlich Werbung Filterung uBlock, die er aktiv führt als uBlock Origin.
Trump was honored for his work as a successful developer in New York City and his German heritage.[citation missing ] ||| Trump wurde für seine Arbeit als erfolgreicher Entwickler in New York City und sein deutsches Erbe geehrt.[zitation fehlt ]
Charles Deetz is a former real estate developer ; his wife Delia , a sculptor ; and his teenage goth daughter Lydia , from his first marriage , who is an aspiring photographer . ||| Charles Deetz ist ein ehemaliger Immobilienentwickler; seine Frau Delia, ein Bildhauer; und seine Teenager-Goth Tochter Lydia, aus seiner ersten Ehe, die ein aufstrebender Fotograf ist.
Indie game developer Ben Esposito worked on " Donut County " in his free time while developing " The Unfinished Swan " . ||| Indie Spielentwickler Ben Esposito arbeitete an " Donut County " in seiner Freizeit während der Entwicklung " Der Unvollendete Schwan ".
His father , Eldridge Gonaway was an attorney and city developer and his Mother , Lois ( née Warrior ) is a retired registered nurse . ||| Sein Vater, Eldridge Gonaway war ein Anwalt und Stadt Entwickler und seine Mutter, Lois ( geb.Krieger) ist eine pensionierte registrierte Krankenschwester.
In May 2009 local developer George Altamura spoke about his interest in purchasing the property . ||| Im Mai 2009 sprach der lokale Entwickler George Altamura über sein Interesse am Kauf der Immobilie.
Via his Twitter account , developer Trent Oster revealed that the studio would not be making an Xbox 360 version for either remaster , because the controller was not a good fit for the Infinity Engine . ||| Über seinen Twitter-Account, Entwickler Trent Oster ergab, dass das Studio würde nicht eine Xbox 360-Version für beide remaster, weil der Controller war nicht gut für die Infinity Engine.
Her father was a commercial real - estate developer and her mother a homemaker . ||| Ihr Vater war ein kommerzieller Immobilienentwickler und ihre Mutter eine Hausfrau.
Hannah Fletcher ( born November 1 , 1990 ) is a real estate developer and American television personality , who is best known for her role as a contestant on the twentieth season of ABC 's " The Bachelor " and as the lead on the twelfth season of " The Bachelorette " . ||| Hannah Fletcher (geb. 1. November 1990) ist eine Immobilienentwicklerin und amerikanische Fernsehpersönlichkeit, die am besten für ihre Rolle als Teilnehmerin in der zwanzigsten Staffel von ABC's "The Bachelor " und als die Führung in der zwölften Staffel von "The Bachelorette " bekannt ist.
Her father is a real estate developer and her mother is an interior designer . ||| Ihr Vater ist Immobilienentwickler und ihre Mutter ist Innenarchitektin.
A late developer , Typecast began to show contending form in 1971 at age five when she ran second in both the Beverly Hills and Ramona Handicaps and won the Las Palmas Handicap . ||| Ein später Entwickler, Typecast begann zu zeigen konkurrierende Form im Jahr 1971 im Alter von fünf Jahren, als sie lief die zweite in der Beverly Hills und Ramona Handicaps und gewann die Las Palmas Handicap.
In late 2011 , the online chatbox provider Xat filed a lawsuit after a developer published a copy of the source code to her server emulator . ||| Ende 2011 reichte der Online-Chatbox-Anbieter Xat eine Klage ein, nachdem ein Entwickler eine Kopie des Quellcodes an ihren Server-Emulator veröffentlicht hatte.
This led to suspicion that the developer intentionally manipulated her drop rate so most players would pour a lot of money to attempt drawing her in vain while sustaining the illusion that she was still in the gacha pool . ||| Dies führte zu dem Verdacht, dass der Entwickler absichtlich ihre Fallrate manipulierte, so dass die meisten Spieler eine Menge Geld gießen würden, um vergeblich zu versuchen, sie zu zeichnen, während sie die Illusion aufrechterhielt, dass sie noch im Schacha Pool war.
Three novel processes ( negotiating , constructing , and attuning ) were identified that integrate the individual faculty developer , her context , and the evolution of her competence . ||| Drei neue Prozesse (Verhandlung, Konstruktion und Attuning) wurden identifiziert, die den einzelnen Fakultätsentwickler, ihren Kontext und die Entwicklung ihrer Kompetenz integrieren.
The developer Joel Surnow , who described himself as " devotee of Besson 's film " , has repeatedly stated in interviews that the series is modelled explicitly after the Besson 's film and not the American remake , declaring that he had never seen " Point of No Return " . ||| Der Entwickler Joel Surnow, der sich als "Verehrer von Besson's Film " beschrieben hat, hat wiederholt in Interviews erklärt, dass die Serie explizit nach dem Besson's Film und nicht dem amerikanischen Remake modelliert wird und erklärt, dass er nie gesehen hatte " Point of No Return ".
