Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's Mutter ist eine Schmuckdesignerin und ihr Vater ist ein Anwalt.
American urban landscape designer Renée Gunter uses this plant in her South Los Angeles lawn as a drought - resistant alternative to thirstier plants . ||| Die amerikanische Stadtlandschaftsdesignerin Renée Gunter nutzt diese Pflanze in ihrem Süd-Los Angeles-Rasen als Dürre-resistente Alternative zu durstigeren Pflanzen.
When she returned to Alabama she hired a designer for a hand-operated device to keep a windshield clear and had a local company produce a working model . ||| Als sie nach Alabama zurückkehrte, heuerte sie einen Designer für ein handbetriebenes Gerät an, um eine Windschutzscheibe klar zu halten und ließ ein lokales Unternehmen ein Arbeitsmodell produzieren.
Shoulder pads originally became popular for women in the 1930s when fashion designer Elsa Schiaparelli included them in her designs of 1931 . ||| Shoulder Pads wurden ursprünglich für Frauen in den 1930er Jahren populär, als Modedesignerin Elsa Schiaparelli sie in ihre Designs von 1931 einschloss.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Dann besteht die Designerin darauf, dass die Hausbesitzerin geht und nicht in 2 Tagen zu ihrem Haus zurückkehrt, da die Designerin und ihre Crew sich darauf vorbereiten, ihr Haus mit einem Budget unter $ 5000 zu renovieren.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck ist eine szenische Designerin mit Sitz in New York City, die für ihre Arbeit in Anaïs Mitchell's Musical "Hadestown " on and off - Broadway und in London bekannt ist, John Leguizamo's " Latin History for Morons " on and off - Broadway, und ihre umfangreiche off - Broadway Arbeit.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| Kostümdesignerin Karyn Wagner sprach von ihrer Rolle in "Die Möglichkeiten ", mehr so ihre Beteiligung in der Van-Sequenz mit Cassidy, Fiore und DeBlanc, wobei Wagner sagte, " Für einen Stunt wie diesen, Sie müssen bedenken, was Sie 8 bis 12 von bekommen, weil Sie brauchen mehrere nimmt für Hauptdarsteller.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| In ihrer Kollektion " Ariege ", Modedesignerin Marcela Calvet benannte eine ihrer begehrtesten - nach Handtaschen " Corinne ", zu ihrer Ehre.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| 2003 brachte die Designerin ihren Dolly Girl Duft zusammen mit einigen limitierten Editionen der Dolly Girl Serie auf den Markt.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| Die britische Designerin Gina Franklyn verkaufte britische Moden aus ihrem Laden 99, in der 99 MacDougal Street in New Yorks Greenwich Village.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Sie war die älteste Tochter des Kaufmanns Herman Kohany ( 1882–1942), der unter unbekannten Umständen im Holocaust umkam, und Paulina Kohany, geb. Raaber ( 1882–1942), eine Porzellandesignerin in ihrer Jugend, die zusammen mit ihrer jüngeren Tochter Hilde Kohany ( 1920–1942) in Treblinka getötet wurde.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Bobbie's Vater war Theologe Morris S. Seale, ihre Schwester war Thea Porter die Modedesignerin und ihr Bruder war Schriftsteller und Journalist Patrick Seale.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| Die biologische Mutter von Mia, die oft als gesichtsloser Charakter dargestellt wurde, der in New York als Modedesignerin lebte und ihr Gesicht immer von einer Skulptur bedeckt hatte, in der 1. Hälfte der Show.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Zwei Tage später wurde das Projekt aufgedeckt, um ein Schwindel von Funny Or Die begangen zu werden, nachdem das Video's Kostümdesigner postete die Erfahrung auf ihrem Online-Fortsetzung.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| Designerin Dhafali Devi gewann den Preis für ihren Teppich unter der Kategorie Disziplin.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| Die Sui von Anna Sui Linie und ihre Jeanslinie wurden weitergeführt, nachdem die Designerin ihren Designerjob bei Gilmar's Cento X Cento verlassen hatte.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Als Kostümdesignerin Rita Riggs in ihrem 2001 Archive of American Television Interview beschrieben, war Lear's Idee, das Gefühl von Sepia Tönen zu schaffen, in einem Versuch, Zuschauer fühlen, als ob sie auf ein altes Familienalbum schauen.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Nach dem Tod ihrer Mutter kehrt die New Yorker Modedesignerin Lisa Rayborn ( Natasha Henstridge) in ihre Heimatstadt und ihre Familienfarm zurück.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack ist eine Kostümdesignerin, die für ihre Arbeit in "How the Grinch Stole Christmas" für einen Academy Award für bestes Kostümdesign bei den 73. Academy Awards nominiert wurde.
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Es ist wichtig, dass, um ein industrielles Design zu sein, das Produkt in einer industriellen Art und Weise produziert werden muss, zum Beispiel ein Handwerker ca nicht als Industriedesignerin angesehen werden, obwohl sie die gleichen Aspekte eines Produkts herausfordern kann.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (geborene Weiner, geboren am 5. Juli 1953) ist eine britische Modedesignerin, die am besten für die Gestaltung bekannt ist, mit ihrem ehemaligen Ehemann David Emanuel, das Hochzeitskleid getragen von Diana, Prinzessin von Wales, im Jahr 1981.
designer Dhafali Devi won the award for her rug . ||| Designerin Dhafali Devi gewann den Preis für ihren Teppich.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| Die Designerin Jill Richards, selbst eine Hollywood-Schauspielerin rund um die gleiche Zeit, favorisierte sie in ihren Kollektionen der 1970er Jahre und zog eine Kundschaft von Namen wie Nancy Reagan an.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown (November 24, 1892 – März 26, 1987) war eine Hoosier Malerin, Pädagogin und Textildesignerin, die am besten für ihre kühnen, bunten, abstrakten Muster für Stoffe bekannt ist, sowie Figur, Genre, Landschaften und Blumenstille - Lebensgemälde in Aquarell, ihre bevorzugten Medien.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| Chanel Chefdesigner Karl Lagerfeld bemerkte Zhou Xun für ihren starken Modesinn und beschrieb die Schauspielerin als "eine Synthese der jungen Coco Chanel und Ballet Troupe Zizi Jeanmaire. "
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Sie porträtierte Modedesigner `` Margo Lynley '' von der Serie's Anfang bis 1992, als sie ging, um eine Familie zu beginnen.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| Unter dem Label " LalicA" produziert die Designerin seit 2002 ihre Bekleidungslinie.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| Er brachte auch erste - Zeit Mitarbeiter Produktionsdesigner Barbara Ling auf der Grundlage ihrer Arbeit bei der Wiederherstellung der historischen Einstellungen in " Die Türen ", und Kostümdesigner Arianne Phillips, die eine starke Kundenliste auf ihren Namen hatte, einschließlich Tom Ford, James Mangold und Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Papst entschied sich, Naughty Dog um 2010 zu verlassen, nachdem "" wurde veröffentlicht, um nach Saitama, Japan, zusammen mit seiner Frau Keiko, ein Spiel-Designer selbst.
